Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
SMH,413.75,Call,410,2026-02-20T16:30:00-06:00,0,"4.50 x 479","5.00 x 13",4.55,538,mid,244700,720,6219,27.30%,0.74405240656041,AUTO,N/A,"09:42:38 ET"
SOXL,66.74,Put,55,2026-03-06T16:30:00-06:00,14,"2.25 x 150","2.73 x 95",2.25,150,bid,33700,153,1260,138.11%,-0.1962294262,AUTO,N/A,"09:42:43 ET"
TQQQ,49.24,Call,50.5,2026-02-20T16:30:00-06:00,0,"0.13 x 1363","0.15 x 50",0.14,400,mid,5600,1608,7398,49.30%,0.16606083499807,AUTO,N/A,"09:42:52 ET"
IGV,81.97,Call,87,2026-02-27T16:30:00-06:00,7,"0.25 x 56","0.40 x 481",0.35,143,mid,5000,143,418,40.19%,0.15141934878443,AUTO,N/A,"09:42:55 ET"
XLV,156.38,Call,156,2026-02-20T16:30:00-06:00,0,"0.82 x 149","1.53 x 695",1.17,128,mid,14900,168,2464,29.66%,0.56799086805978,MLET,N/A,"09:42:56 ET"
IBIT,38.01,Call,38,2026-02-20T16:30:00-06:00,0,"0.36 x 883","0.37 x 378",0.36,883,bid,31700,7068,24318,37.21%,0.51131364912224,AUTO,N/A,"09:42:56 ET"
HYG,80.925,Put,79,2026-04-17T16:30:00-05:00,56,"0.36 x 397","0.37 x 598",0.36,397,bid,14200,9516,420057,8.93%,-0.2192845086,AUTO,N/A,"09:42:57 ET"
SLV,73.825,Call,80,2026-06-30T16:30:00-05:00,130,"9.50 x 759","9.65 x 343",9.5,1068,bid,1014600,1108,4040,66.38%,0.51138811802073,AUTO,N/A,"09:43:00 ET"
TSLL,15.3186,Call,16,2026-02-27T16:30:00-06:00,7,"0.38 x 3421","0.40 x 788",0.38,320,bid,12100,531,2260,76.58%,0.36285070365295,AUTO,N/A,"09:43:02 ET"
IBIT,38.01,Call,38,2026-02-20T16:30:00-06:00,0,"0.35 x 883","0.36 x 196",0.35,883,bid,30900,7068,24318,37.21%,0.51131364912224,AUTO,N/A,"09:43:05 ET"
XLV,156.38,Call,155,2026-12-18T16:30:00-06:00,301,"11.55 x 400","12.05 x 41",11.55,133,bid,153600,485,150,15.55%,0.62395220590693,AUTO,N/A,"09:43:08 ET"
KWEB,32.125,Call,33.5,2026-03-06T16:30:00-06:00,14,"0.32 x 862","0.34 x 8",0.34,363,ask,12300,1441,851,32.43%,0.27219835322755,AUTO,N/A,"09:43:11 ET"
TQQQ,49.24,Call,52,2026-03-06T16:30:00-06:00,14,"1.29 x 753","1.38 x 10",1.29,600,bid,77400,778,966,60.73%,0.34921797651198,MLET,N/A,"09:43:14 ET"
TQQQ,49.24,Call,60,2026-09-18T16:30:00-05:00,210,"4.60 x 1051","5.30 x 1032",5.28,600,mid,316800,760,1723,57.36%,0.42499558930316,MLET,N/A,"09:43:14 ET"
QQQ,605.22,Call,610,2026-02-27T16:30:00-06:00,7,"6.00 x 3","6.08 x 32",6.09,1255,ask,764200,9171,19257,23.91%,0.41968530709388,AUTO,N/A,"09:43:21 ET"
KWEB,32.125,Call,33.5,2026-03-06T16:30:00-06:00,14,"0.32 x 881","0.34 x 32",0.34,338,ask,11400,1441,851,32.43%,0.27219835322755,AUTO,N/A,"09:43:22 ET"
EWT,73.23,Call,85,2026-09-18T16:30:00-05:00,210,"1.50 x 98","2.15 x 436",2.15,218,ask,46800,318,51,25.47%,0.271995029514,AUTO,BuyToOpen,"09:43:28 ET"
GDX,105.54,Call,101,2026-02-20T16:30:00-06:00,0,"4.35 x 30","5.50 x 1388",5.01,122,mid,61100,512,2145,66.91%,0.90059287784895,MLAT,N/A,"09:43:35 ET"
GDX,105.54,Call,102,2026-02-27T16:30:00-06:00,7,"4.50 x 1157","5.45 x 565",5.45,500,ask,272500,507,399,50.00%,0.7045386197299,MLAT,BuyToOpen,"09:43:35 ET"
QQQ,605.22,Call,610,2026-02-27T16:30:00-06:00,7,"5.96 x 9","6.02 x 29",6.02,2334,ask,1405000,9171,19257,23.91%,0.41968530709388,AUTO,N/A,"09:43:37 ET"
SOXL,66.74,Call,65,2026-02-20T16:30:00-06:00,0,"2.12 x 173","2.35 x 26",2.3,150,mid,34500,794,6741,81.76%,0.74069002663396,AUTO,N/A,"09:43:40 ET"
SOXL,66.74,Call,65,2026-02-20T16:30:00-06:00,0,"2.12 x 155","2.35 x 26",2.3,149,mid,34200,794,6741,81.76%,0.74069002663396,AUTO,N/A,"09:43:40 ET"
SOXL,66.74,Call,65,2026-02-20T16:30:00-06:00,0,"2.13 x 152","2.35 x 1",2.31,120,mid,27700,794,6741,81.76%,0.74069002663396,SLAN,N/A,"09:43:40 ET"
QQQ,605.22,Call,608,2026-02-27T16:30:00-06:00,7,"7.02 x 9","7.03 x 800",7.03,800,ask,562400,840,3159,24.53%,0.46017240968625,AUTO,N/A,"09:43:42 ET"
SLV,73.825,Call,160,2027-01-15T16:30:00-06:00,329,"5.10 x 450","5.20 x 218",5.2,849,ask,441400,3558,12309,73.01%,0.2349845017126,ISOI,N/A,"09:43:47 ET"
KWEB,32.125,Call,33.5,2026-03-06T16:30:00-06:00,14,"0.33 x 108","0.35 x 139",0.33,392,bid,12900,1441,851,32.43%,0.27219835322755,AUTO,N/A,"09:43:53 ET"
VOO,629.76,Call,665,2026-03-20T16:30:00-05:00,28,"0.40 x 7","0.85 x 202",0.5,150,mid,7500,150,333,11.73%,0.057786899411484,SLAN,N/A,"09:43:56 ET"
SOXL,66.74,Call,75,2026-02-27T16:30:00-06:00,7,"1.32 x 15","1.45 x 56",1.34,170,mid,22700,403,2568,108.17%,0.24211826794345,MLAT,N/A,"09:44:02 ET"
VXX,29.04,Call,36,2026-02-27T16:30:00-06:00,7,"0.29 x 345","0.43 x 79",0.32,194,mid,6200,202,612,128.54%,0.13261914826082,SLAN,N/A,"09:44:07 ET"
EWZ,38.61,Call,38,2026-02-20T16:30:00-06:00,0,"0.61 x 1","0.65 x 3802",0.63,627,mid,39500,705,66352,24.22%,0.89904736979319,MLET,N/A,"09:44:15 ET"
EWZ,38.61,Call,42,2026-03-20T16:30:00-05:00,28,"0.32 x 35","0.34 x 302",0.34,150,ask,5100,153,131934,33.44%,0.18233736164057,AUTO,N/A,"09:44:16 ET"
GUSH,30.82,Call,25,2026-06-18T16:30:00-05:00,118,"7.00 x 367","8.10 x 412",7.52,185,mid,139100,666,130,58.96%,0.7960664491755,MLET,N/A,"09:44:18 ET"
GUSH,30.82,Call,25,2026-02-20T16:30:00-06:00,0,"5.20 x 822","6.40 x 732",5.83,216,mid,125900,666,1042,0.00%,0,MLET,N/A,"09:44:18 ET"
GUSH,30.82,Call,25,2026-02-20T16:30:00-06:00,0,"5.20 x 822","6.40 x 732",5.8,116,mid,67200,666,1042,0.00%,0,MLET,N/A,"09:44:18 ET"
GUSH,30.82,Call,25,2026-06-18T16:30:00-05:00,118,"6.90 x 521","8.10 x 15",7.5,116,mid,87000,666,130,58.96%,0.7960664491755,MLET,N/A,"09:44:18 ET"
GUSH,30.82,Call,25,2026-06-18T16:30:00-05:00,118,"6.90 x 516","8.20 x 572",7.53,216,mid,162600,666,130,58.96%,0.7960664491755,MLET,N/A,"09:44:18 ET"
GUSH,30.82,Call,25,2026-02-20T16:30:00-06:00,0,"5.20 x 822","6.40 x 732",5.82,185,mid,107600,666,1042,0.00%,0,MLET,N/A,"09:44:18 ET"
IWM,263.28,Put,250,2026-12-18T16:30:00-06:00,301,"14.63 x 137","15.03 x 192",14.94,1000,mid,1494000,1001,19413,24.75%,-0.3391886561,SLCN,N/A,"09:44:19 ET"
ETHA,14.71,Put,14.5,2026-02-20T16:30:00-06:00,0,"0.06 x 422","0.08 x 75",0.06,5386,bid,32300,7288,7877,46.65%,-0.2712588469,SLAN,N/A,"09:44:23 ET"
IWM,263.28,Call,266,2026-02-20T16:30:00-06:00,0,"0.35 x 205","0.36 x 84",0.36,750,ask,27000,9229,11614,23.39%,0.20209524350903,SLAN,N/A,"09:44:25 ET"
EWY,138.8,Call,180,2026-07-17T16:30:00-05:00,147,"3.70 x 241","4.60 x 130",4.6,130,ask,59800,141,43,46.31%,0.22335523927402,AUTO,BuyToOpen,"09:44:26 ET"
GLD,464.88,Call,490,2026-02-25T16:30:00-06:00,5,"0.72 x 154","0.90 x 450",0.9,450,ask,40500,469,209,34.56%,0.10229083677478,ISOI,BuyToOpen,"09:44:37 ET"
SPY,684.715,Put,650,2026-02-27T16:30:00-06:00,7,"0.86 x 245","0.88 x 239",0.86,2498,bid,214800,23359,190917,26.58%,-0.074307931,MLAT,N/A,"09:44:37 ET"
SPY,684.715,Put,650,2026-02-27T16:30:00-06:00,7,"0.86 x 245","0.88 x 239",0.87,4996,mid,434600,23359,190917,26.58%,-0.074307931,MLAT,N/A,"09:44:37 ET"
SPY,684.715,Put,655,2026-03-20T16:30:00-05:00,28,"5.62 x 88","5.65 x 163",5.65,4996,ask,2822700,5173,29294,22.62%,-0.2212044123,MLAT,N/A,"09:44:37 ET"
TQQQ,49.24,Call,49,2026-02-20T16:30:00-06:00,0,"0.66 x 369","0.71 x 320",0.7,200,mid,14000,3238,6979,55.91%,0.57382349506111,SLAN,N/A,"09:44:42 ET"
SVXY,52.29,Call,54,2026-03-20T16:30:00-05:00,28,"0.95 x 108","1.25 x 162",1.25,131,ask,16300,141,209,32.93%,0.39103954999196,AUTO,N/A,"09:44:49 ET"
IBIT,38.01,Put,35,2026-03-20T16:30:00-05:00,28,"1.02 x 52","1.03 x 706",1.03,500,ask,51500,755,42715,55.88%,-0.265634617,AUTO,N/A,"09:44:55 ET"
SLV,73.825,Put,60,2026-02-27T16:30:00-06:00,7,"0.20 x 149","0.22 x 10",0.21,5000,mid,105000,10649,7362,94.76%,-0.0494113423,SLFT,N/A,"09:44:56 ET"
TQQQ,49.24,Put,48.5,2026-02-20T16:30:00-06:00,0,"0.38 x 200","0.41 x 643",0.38,200,bid,7600,1552,3330,65.86%,-0.3219917573,AUTO,N/A,"09:44:59 ET"
KWEB,32.125,Call,33,2026-03-20T16:30:00-05:00,28,"0.78 x 206","0.81 x 486",0.8,350,mid,28000,579,6448,32.00%,0.4100503050976,SLAN,N/A,"09:45:00 ET"
TQQQ,49.24,Call,50.5,2026-02-20T16:30:00-06:00,0,"0.10 x 933","0.11 x 730",0.11,730,ask,8000,1608,7398,49.30%,0.16606083499807,AUTO,N/A,"09:45:00 ET"
OILK,42.73,Call,49,2026-04-17T16:30:00-05:00,56,"1.05 x 69","1.85 x 288",1.85,137,ask,25300,380,0,58.72%,0.32433775373533,ISOI,N/A,"09:45:01 ET"
TLT,89.675,Put,90,2026-02-20T16:30:00-06:00,0,"0.34 x 20","0.37 x 291",0.37,291,ask,10700,355,10316,9.39%,-0.7682527411,AUTO,N/A,"09:45:10 ET"
MSOS,4.0497,Call,4,2026-02-20T16:30:00-06:00,0,"0.11 x 689","0.12 x 15",0.11,925,bid,10100,20146,33476,123.51%,0.58942282973868,ISOI,N/A,"09:45:22 ET"
SOXL,65.9799,Put,65,2026-02-27T16:30:00-06:00,7,"3.55 x 66","3.90 x 56",3.55,267,bid,94700,385,882,116.54%,-0.4297670246,AUTO,N/A,"09:45:23 ET"
TQQQ,48.925,Call,52,2026-02-27T16:30:00-06:00,7,"0.72 x 872","0.75 x 201",0.75,200,ask,15000,893,6070,64.90%,0.26577029526478,AUTO,N/A,"09:45:23 ET"
XLP,87.36,Put,88,2026-02-20T16:30:00-06:00,0,"0.79 x 5","1.07 x 48",0.79,233,bid,18400,903,9212,21.00%,-0.7452003155,AUTO,N/A,"09:45:30 ET"
XLP,87.36,Put,88,2026-02-20T16:30:00-06:00,0,"0.79 x 1","1.06 x 62",0.78,445,bid,34700,903,9212,21.00%,-0.7452003155,SLAI,N/A,"09:45:30 ET"
IBIT,37.975,Put,38,2026-03-20T16:30:00-05:00,28,"2.06 x 357","2.08 x 915",2.08,766,ask,159300,1066,24745,50.81%,-0.4677422193,AUTO,N/A,"09:45:31 ET"
TLT,89.69,Call,90,2026-11-20T16:30:00-06:00,273,"3.45 x 1507","3.55 x 237",3.47,330,mid,114500,330,2618,9.37%,0.5744978099668,TLET,N/A,"09:45:40 ET"
FBTC,58.35,Put,57,2026-02-20T16:30:00-06:00,0,"0.00 x 0","0.70 x 431",0.08,2612,mid,20800,2616,2656,40.41%,-0.1293088839,SLAN,N/A,"09:45:45 ET"
XLU,46.14,Call,60,2028-01-21T16:30:00-06:00,700,"1.41 x 114","1.42 x 144",1.41,237,bid,33400,413,1554,21.80%,0.20332855479352,AUTO,N/A,"09:45:46 ET"
URA,54.2529,Call,53,2026-06-18T16:30:00-05:00,118,"8.10 x 48","8.10 x 189",8.18,106,ask,86700,500,181,57.47%,0.60699718220834,AUTO,N/A,"09:45:48 ET"
URA,54.2529,Call,53,2026-06-18T16:30:00-05:00,118,"7.80 x 96","7.90 x 194",7.9,135,ask,106600,500,181,57.47%,0.60699718220834,AUTO,N/A,"09:45:49 ET"
IGV,81.875,Call,88,2026-03-20T16:30:00-05:00,28,"1.20 x 107","1.35 x 770",1.2,107,bid,12800,113,18458,34.45%,0.24795800439597,AUTO,N/A,"09:45:50 ET"
SQQQ,72.09,Call,70,2026-02-27T16:30:00-06:00,7,"3.75 x 464","3.95 x 210",3.75,143,bid,53600,256,1683,64.73%,0.64835359238779,AUTO,N/A,"09:46:01 ET"
GLD,464.74,Call,460,2026-06-18T16:30:00-05:00,118,"35.20 x 198","35.25 x 1",35.2,278,bid,978500,353,13986,28.45%,0.58637274628807,AUTO,N/A,"09:46:06 ET"
TLT,89.69,Put,90,2026-02-27T16:30:00-06:00,7,"0.66 x 40","0.67 x 551",0.67,499,ask,33400,555,2160,10.27%,-0.5850012796,SLAN,N/A,"09:46:07 ET"
QQQ,604.07,Put,605,2026-03-20T16:30:00-05:00,28,"14.12 x 1","14.21 x 35",14.18,5000,mid,7090000,5105,11396,22.44%,-0.4858149431,MLCT,N/A,"09:46:07 ET"
QQQ,604.07,Put,565,2026-03-20T16:30:00-05:00,28,"4.93 x 30","4.98 x 13",4.94,2500,mid,1235000,7538,18542,29.43%,-0.1873332452,MLCT,N/A,"09:46:07 ET"
QQQ,604.07,Put,565,2026-03-20T16:30:00-05:00,28,"4.93 x 30","4.98 x 13",4.93,5000,bid,2465000,7538,18542,29.43%,-0.1873332452,MLCT,N/A,"09:46:07 ET"
GUSH,30.58,Call,24,2026-02-20T16:30:00-06:00,0,"6.10 x 818","7.50 x 751",6.82,289,mid,197000,1111,3793,353.91%,0.92074681851597,MLET,N/A,"09:46:08 ET"
GUSH,30.58,Call,24,2026-06-18T16:30:00-05:00,118,"7.60 x 50","8.90 x 190",8.23,418,mid,344000,1111,20,63.88%,0.81102808961924,MLET,N/A,"09:46:08 ET"
GUSH,30.58,Call,24,2026-06-18T16:30:00-05:00,118,"7.60 x 50","8.90 x 162",8.22,289,mid,237500,1111,20,63.88%,0.81102808961924,MLET,N/A,"09:46:08 ET"
GUSH,30.58,Call,24,2026-02-20T16:30:00-06:00,0,"6.10 x 818","7.50 x 751",6.83,418,mid,285400,1111,3793,353.91%,0.92074681851597,MLET,N/A,"09:46:08 ET"
GUSH,30.58,Call,24,2026-06-18T16:30:00-05:00,118,"7.60 x 50","8.90 x 162",8.22,200,mid,164400,1111,20,63.88%,0.81102808961924,MLET,N/A,"09:46:08 ET"
GUSH,30.58,Call,24,2026-02-20T16:30:00-06:00,0,"6.10 x 818","7.50 x 751",6.82,200,mid,136400,1111,3793,353.91%,0.92074681851597,MLET,N/A,"09:46:08 ET"
HYG,80.91,Put,79,2026-04-17T16:30:00-05:00,56,"0.34 x 580","0.36 x 149",0.36,399,ask,14300,10090,420057,8.68%,-0.214604196,AUTO,N/A,"09:46:13 ET"
SOXS,1.7298,Put,2,2027-01-15T16:30:00-06:00,329,"0.9900 x 1337","1.0200 x 121",1.02,121,ask,12300,224,21604,139.77%,-0.2868238721,AUTO,N/A,"09:46:20 ET"
GLD,464.74,Put,440,2026-03-20T16:30:00-05:00,28,"5.80 x 177","5.95 x 488",5.95,220,ask,130900,570,7169,31.10%,-0.2400066057,AUTO,N/A,"09:46:23 ET"
GLD,464.74,Call,490,2026-02-25T16:30:00-06:00,5,"0.75 x 389","0.93 x 450",0.93,450,ask,41800,920,209,34.91%,0.10334145204056,AUTO,N/A,"09:46:23 ET"
XLP,87.36,Put,84,2026-03-20T16:30:00-05:00,28,"0.54 x 557","0.62 x 200",0.62,200,ask,12400,706,64540,19.87%,-0.2193995344,AUTO,N/A,"09:46:28 ET"
SLV,73.9145,Put,90,2026-03-20T16:30:00-05:00,28,"17.60 x 616","17.95 x 697",17.76,800,mid,1420800,804,29099,79.82%,-0.7818013255,MLAT,N/A,"09:46:31 ET"
DIA,491.86,Put,491,2026-02-20T16:30:00-06:00,0,"1.02 x 454","1.03 x 30",1.02,246,bid,25000,370,784,15.61%,-0.4092852268,AUTO,N/A,"09:46:32 ET"
GLD,464.74,Put,440,2026-03-20T16:30:00-05:00,28,"5.85 x 498","5.90 x 268",5.9,268,ask,158100,570,7169,31.10%,-0.2400066057,AUTO,N/A,"09:46:42 ET"
DIA,491.86,Call,497,2026-02-20T16:30:00-06:00,0,"0.10 x 216","0.12 x 456",0.12,456,ask,5400,466,1032,13.80%,0.07595356697256,AUTO,N/A,"09:46:44 ET"
KWEB,32.135,Put,33,2026-02-20T16:30:00-06:00,0,"0.84 x 313","0.91 x 280",0.88,497,mid,43700,757,17370,34.16%,-0.93240115,AUTO,N/A,"09:46:51 ET"
QQQ,604.07,Put,596,2026-02-20T16:30:00-06:00,0,"0.39 x 187","0.40 x 688",0.4,900,ask,36000,8016,5090,24.59%,-0.1433434377,MLAT,N/A,"09:46:52 ET"
QQQ,604.07,Put,597,2026-02-20T16:30:00-06:00,0,"0.48 x 700","0.49 x 93",0.48,900,bid,43200,8988,8691,24.06%,-0.1699911812,MLAT,N/A,"09:46:52 ET"
COPX,86.68,Put,90,2026-02-20T16:30:00-06:00,0,"3.00 x 200","3.60 x 254",3.1,200,mid,62000,804,4003,0.00%,0,AUTO,N/A,"09:46:53 ET"
KWEB,32.135,Call,33.5,2026-03-13T16:30:00-05:00,21,"0.42 x 1","0.50 x 152",0.48,200,mid,9600,220,140,31.78%,0.3155226096913,AUTO,ToOpen,"09:46:53 ET"
KRE,70.63,Put,69,2026-02-20T16:30:00-06:00,0,"0.04 x 54","0.06 x 39",0.05,2250,mid,11200,2253,9541,33.47%,-0.0876090793,SLAN,N/A,"09:46:55 ET"
HYG,80.91,Put,80,2026-04-17T16:30:00-05:00,56,"0.51 x 133","0.52 x 955",0.51,4448,bid,226800,25681,186299,7.76%,-0.3223828194,AUTO,N/A,"09:46:57 ET"
HYG,80.91,Put,80,2026-04-17T16:30:00-05:00,56,"0.50 x 263","0.51 x 163",0.51,438,ask,22300,25681,186299,7.76%,-0.3223828194,AUTO,N/A,"09:46:57 ET"
HYG,80.91,Put,80,2026-04-17T16:30:00-05:00,56,"0.49 x 661","0.54 x 1051",0.5,506,mid,25300,25681,186299,7.76%,-0.3223828194,AUTO,N/A,"09:46:57 ET"
KRE,70.63,Put,67,2026-04-17T16:30:00-05:00,56,"1.97 x 152","2.02 x 594",2.01,165,mid,33100,1213,21359,33.96%,-0.3106057134,SLAN,N/A,"09:47:38 ET"
TQQQ,48.925,Call,52.5,2026-03-20T16:30:00-05:00,28,"1.94 x 130","2.07 x 1158",1.94,433,bid,84000,535,9899,58.58%,0.36826688031461,AUTO,N/A,"09:47:40 ET"
XBI,124.71,Call,118,2026-02-20T16:30:00-06:00,0,"7.00 x 74","7.85 x 561",7,191,bid,133700,200,645,85.87%,0.89690526649992,AUTO,N/A,"09:47:45 ET"
TSLL,15.22,Call,35,2028-01-21T16:30:00-06:00,700,"4.25 x 542","4.85 x 1032",4.85,3072,ask,1489900,4173,6428,96.19%,0.53629474953332,AUTO,N/A,"09:47:46 ET"
TSLL,15.22,Call,35,2028-01-21T16:30:00-06:00,700,"4.80 x 1","4.85 x 338",4.85,910,ask,441300,4173,6428,96.19%,0.53629474953332,AUTO,N/A,"09:47:46 ET"
SHLD,75.39,Call,77,2026-03-20T16:30:00-05:00,28,"1.55 x 24","1.80 x 168",1.8,168,ask,30200,168,386,28.96%,0.42523257189537,AUTO,N/A,"09:47:54 ET"
VCLT,77.4,Call,76,2026-02-20T16:30:00-06:00,0,"1.35 x 16","1.45 x 6",1.43,104,mid,14800,121,439,23.25%,0.93584088946983,TLET,N/A,"09:47:54 ET"
BOIL,17.5298,Call,18.5,2026-02-27T16:30:00-06:00,7,"0.69 x 335","0.76 x 50",0.7,977,mid,68300,1008,263,112.09%,0.39551694165865,AUTO,ToOpen,"09:48:01 ET"
XLE,54.8,Call,55,2026-02-27T16:30:00-06:00,7,"0.81 x 1090","0.83 x 5",0.81,250,bid,20200,1144,6228,29.94%,0.47641298423858,AUTO,N/A,"09:48:02 ET"
XLE,54.8,Call,55,2026-02-27T16:30:00-06:00,7,"0.78 x 374","0.81 x 249",0.81,249,ask,20100,1144,6228,29.94%,0.47641298423858,AUTO,N/A,"09:48:18 ET"
SLV,73.9145,Call,86,2026-09-18T16:30:00-05:00,210,"10.70 x 1400","10.95 x 898",10.79,751,mid,810300,2500,7535,65.13%,0.49294070170632,SLAN,N/A,"09:48:43 ET"
FXI,38.195,Call,40,2026-05-15T16:30:00-05:00,84,"1.12 x 533","1.20 x 1197",1.12,172,bid,19200,300,69349,24.45%,0.3890531527981,AUTO,N/A,"09:48:49 ET"
XRT,87.755,Call,88,2026-02-27T16:30:00-06:00,7,"1.69 x 27","1.85 x 72",1.69,122,bid,20600,502,2558,33.08%,0.48981531563788,AUTO,N/A,"09:48:50 ET"
XLE,54.8,Call,55,2026-03-20T16:30:00-05:00,28,"1.71 x 227","1.77 x 97",1.71,227,bid,38800,552,90579,28.93%,0.50408106120363,AUTO,N/A,"09:48:53 ET"
ZSL,2.1797,Put,2,2026-03-20T16:30:00-05:00,28,"0.20 x 4137","0.30 x 442",0.25,850,mid,21200,1591,5602,146.00%,-0.337022242,AUTO,N/A,"09:48:55 ET"
EWZ,38.565,Call,44,2026-06-30T16:30:00-05:00,130,"0.88 x 250","1.30 x 316",0.88,250,bid,22000,250,260,33.95%,0.25814466471487,AUTO,N/A,"09:49:09 ET"
EWY,138.5,Put,138,2026-02-20T16:30:00-06:00,0,"0.45 x 721","0.65 x 134",0.45,1194,bid,53700,1586,1,23.35%,-0.3812933748,ISOI,SellToOpen,"09:49:18 ET"
FAS,139.06,Call,142,2026-02-20T16:30:00-06:00,0,"0.45 x 26","0.60 x 10",0.53,127,mid,6700,200,32,56.09%,0.2416865325875,MLET,ToOpen,"09:49:31 ET"
EWG,44.03,Put,45,2026-03-20T16:30:00-05:00,28,"1.30 x 60","1.40 x 828",1.35,502,mid,67700,775,53,14.03%,-0.7223694492,MLET,ToOpen,"09:49:48 ET"
EWG,44.03,Put,45,2026-03-20T16:30:00-05:00,28,"1.30 x 7","1.40 x 754",1.4,171,ask,23900,775,53,14.03%,-0.7223694492,MLET,N/A,"09:49:48 ET"
EWG,44.03,Put,45,2026-03-20T16:30:00-05:00,28,"1.30 x 7","1.40 x 828",1.33,101,mid,13400,775,53,14.03%,-0.7223694492,MLET,N/A,"09:49:48 ET"
SILJ,35.4069,Call,40,2026-05-15T16:30:00-05:00,84,"3.00 x 74","3.15 x 1268",3.15,188,ask,59200,406,38715,69.88%,0.43218760000884,AUTO,N/A,"09:49:49 ET"
EWZ,38.565,Call,38,2026-02-20T16:30:00-06:00,0,"0.56 x 162","0.60 x 19",0.6,105,ask,6300,811,66352,26.60%,0.85860209619608,MESL,N/A,"09:49:57 ET"
EWZ,38.565,Call,38.5,2026-02-27T16:30:00-06:00,7,"0.70 x 805","0.75 x 803",0.74,105,mid,7700,106,59,34.08%,0.51629966329637,MESL,ToOpen,"09:49:57 ET"
HYG,80.895,Call,81,2026-04-17T16:30:00-05:00,56,"0.26 x 263","0.31 x 31",0.27,2769,mid,74700,3102,80278,1.65%,0.58706084282302,AUTO,N/A,"09:50:13 ET"
USO,80.635,Call,100,2026-07-17T16:30:00-05:00,147,"3.70 x 48","4.15 x 135",4.03,249,mid,100300,251,8173,47.40%,0.30301412756921,AUTO,N/A,"09:50:15 ET"
DFAC,40.93,Call,40,2026-02-20T16:30:00-06:00,0,"1.00 x 161","1.10 x 38",1,127,bid,12700,162,175,42.05%,0.85712431753,AUTO,N/A,"09:50:30 ET"
TLT,89.625,Call,93,2026-07-17T16:30:00-05:00,147,"1.31 x 737","1.35 x 18",1.32,212,mid,27900,223,3959,10.32%,0.3467338836622,AUTO,N/A,"09:50:36 ET"
KWEB,32.18,Put,33,2026-02-20T16:30:00-06:00,0,"0.84 x 184","0.93 x 680",0.88,200,mid,17600,1461,17370,30.32%,-0.9450105659,AUTO,N/A,"09:50:41 ET"
SQQQ,72.15,Call,73,2026-02-20T16:30:00-06:00,0,"0.59 x 498","0.63 x 369",0.59,498,bid,29300,1172,1473,64.04%,0.36978199479443,AUTO,N/A,"09:50:41 ET"
XLU,46.185,Call,47,2026-03-20T16:30:00-05:00,28,"0.59 x 2","0.64 x 1115",0.64,1412,ask,90300,2027,7507,19.59%,0.37857807046727,AUTO,N/A,"09:50:42 ET"
XLU,46.185,Call,47,2026-03-20T16:30:00-05:00,28,"0.62 x 420","0.64 x 1025",0.62,420,bid,26000,2027,7507,19.59%,0.37857807046727,AUTO,N/A,"09:50:42 ET"
XLU,46.185,Call,47,2026-03-20T16:30:00-05:00,28,"0.63 x 27","0.64 x 1025",0.63,115,bid,7200,2027,7507,19.59%,0.37857807046727,AUTO,N/A,"09:50:42 ET"
SMH,411.8,Call,420,2026-02-27T16:30:00-06:00,7,"6.10 x 3","6.45 x 183",6.19,150,mid,92800,166,1619,41.76%,0.3820756504204,MLET,N/A,"09:50:47 ET"
KWEB,32.18,Put,33,2026-02-20T16:30:00-06:00,0,"0.84 x 269","0.93 x 831",0.88,500,mid,44000,1461,17370,30.32%,-0.9450105659,AUTO,N/A,"09:50:49 ET"
IWM,263.32,Call,265,2026-02-20T16:30:00-06:00,0,"0.62 x 88","0.63 x 72",0.62,1000,bid,62000,22187,38285,22.81%,0.29978900407409,MLCT,N/A,"09:50:57 ET"
IWM,263.32,Put,260,2026-02-20T16:30:00-06:00,0,"0.26 x 151","0.27 x 359",0.27,1000,ask,27000,13678,49121,24.90%,-0.1606242715,MLCT,N/A,"09:50:57 ET"
SQQQ,72.15,Call,73,2026-02-20T16:30:00-06:00,0,"0.50 x 595","0.62 x 1590",0.57,200,mid,11300,1172,1473,64.04%,0.36978199479443,SLAN,N/A,"09:50:58 ET"
SQQQ,72.15,Put,72,2026-02-20T16:30:00-06:00,0,"0.91 x 1601","1.00 x 190",0.91,230,bid,20900,1017,1016,61.99%,-0.4668258588,AUTO,N/A,"09:50:59 ET"
USO,80.635,Put,78,2026-02-27T16:30:00-06:00,7,"1.01 x 107","1.02 x 114",1.01,107,bid,10800,221,2387,47.04%,-0.2904642986,AUTO,N/A,"09:51:00 ET"
SLV,73.9801,Call,110,2026-06-18T16:30:00-05:00,118,"4.40 x 899","4.50 x 564",4.5,852,ask,383400,1383,11138,81.08%,0.27286712066938,AUTO,N/A,"09:51:05 ET"
GLD,464.83,Call,490,2026-02-25T16:30:00-06:00,5,"0.86 x 5","0.93 x 355",0.93,450,ask,41800,1820,209,35.12%,0.10560019445662,AUTO,N/A,"09:51:05 ET"
SLV,73.9801,Call,101,2026-03-20T16:30:00-05:00,28,"0.88 x 473","0.92 x 834",0.92,932,ask,85700,2208,5734,86.94%,0.12283359768961,AUTO,N/A,"09:51:05 ET"
