Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
BRK.B,494.7,Call,515,2026-02-27T16:30:00-06:00,7,"0.31 x 280","0.52 x 245",0.31,399,bid,12300,400,806,18.09%,0.058810086119872,AUTO,N/A,"09:32:57 ET"
SNDK,638.06,Put,565,2026-02-20T16:30:00-06:00,0,"0.15 x 142","0.20 x 46",0.2,396,ask,7900,514,683,109.61%,-0.01519492,AUTO,N/A,"09:32:58 ET"
NVDA,187.72,Call,187.5,2026-02-23T16:30:00-06:00,3,"2.07 x 129","2.12 x 19",2.1,1020,mid,214200,2116,9914,30.21%,0.52686054616715,AUTO,N/A,"09:32:59 ET"
SOFI,19.08,Call,19,2026-03-06T16:30:00-06:00,14,"0.95 x 480","1.00 x 998",0.98,200,mid,19600,202,1394,62.32%,0.54256371682643,AUTO,N/A,"09:32:59 ET"
SO,95.72,Call,95,2026-02-20T16:30:00-06:00,0,"0.50 x 279","1.00 x 1",0.9,200,mid,18000,215,1407,28.73%,0.69645197783894,AUTO,N/A,"09:33:01 ET"
AVGO,332.94,Call,335,2026-02-20T16:30:00-06:00,0,"1.90 x 381","2.45 x 637",2.23,200,mid,44600,524,2600,48.24%,0.40883181188822,SLAN,N/A,"09:33:02 ET"
HOOD,77.16,Call,77,2026-02-20T16:30:00-06:00,0,"0.98 x 188","1.01 x 63",0.98,188,bid,18400,1572,7999,61.59%,0.53345034908012,AUTO,N/A,"09:33:03 ET"
CVNA,327.06,Put,320,2026-02-20T16:30:00-06:00,0,"3.95 x 500","4.25 x 1",3.95,500,bid,197500,594,1209,103.28%,-0.3317293218,AUTO,N/A,"09:33:03 ET"
XP,21.79,Call,22,2026-03-20T16:30:00-05:00,28,"0.90 x 71","1.05 x 7",0.95,150,mid,14200,177,20402,44.72%,0.49364311505347,AUTO,N/A,"09:33:05 ET"
UNH,289.68,Call,290,2026-02-20T16:30:00-06:00,0,"1.61 x 38","2.06 x 298",1.85,150,mid,27700,237,3223,30.68%,0.47595308626769,SLFT,N/A,"09:33:06 ET"
OPEN,5.2125,Call,5,2026-11-20T16:30:00-06:00,273,"1.68 x 10408","1.86 x 192",1.68,169,bid,28300,193,1817,88.47%,0.68159174641281,AUTO,N/A,"09:33:06 ET"
HOOD,77.16,Put,72,2026-02-27T16:30:00-06:00,7,"1.08 x 17","1.27 x 1037",1.15,129,mid,14800,130,785,72.63%,-0.2282283896,AUTO,N/A,"09:33:07 ET"
CELH,47.5,Call,45,2026-02-20T16:30:00-06:00,0,"2.03 x 262","2.25 x 79",2.25,478,ask,107500,2294,10112,101.09%,0.85486396389531,AUTO,N/A,"09:33:09 ET"
SOFI,19.08,Call,19.5,2026-02-27T16:30:00-06:00,7,"0.44 x 1312","0.48 x 2515",0.48,357,ask,17100,437,1853,62.30%,0.4202817936947,SLAN,N/A,"09:33:09 ET"
GRAL,49.4,Call,50,2026-02-20T16:30:00-06:00,0,"2.90 x 195","2.95 x 29",2.95,195,ask,57500,360,90,314.76%,0.50340894129159,AUTO,N/A,"09:33:09 ET"
VNDA,5.87,Call,7,2026-03-20T16:30:00-05:00,28,"0.35 x 105","0.55 x 468",0.45,220,mid,9900,312,4973,132.33%,0.386072110984,SLAN,N/A,"09:33:09 ET"
RIOT,16.69,Put,16,2026-02-27T16:30:00-06:00,7,"0.74 x 174","0.80 x 3630",0.74,250,bid,18500,550,2046,94.77%,-0.347569686,AUTO,N/A,"09:33:09 ET"
OXY,51.73,Call,65,2026-06-18T16:30:00-05:00,118,"0.79 x 6","0.84 x 250",0.84,250,ask,21000,1105,1982,36.18%,0.1630892826119,AUTO,N/A,"09:33:10 ET"
GAP,28.335,Call,29,2026-02-27T16:30:00-06:00,7,"0.60 x 166","0.75 x 119",0.6,166,bid,9900,224,223,56.92%,0.40047610420347,AUTO,N/A,"09:33:10 ET"
HOOD,77.16,Call,80,2026-02-27T16:30:00-06:00,7,"1.50 x 21","1.65 x 40",1.65,225,ask,37100,400,4423,65.16%,0.36401486423511,AUTO,N/A,"09:33:11 ET"
INTC,43.445,Call,43,2026-02-20T16:30:00-06:00,0,"0.83 x 396","0.86 x 706",0.83,396,bid,32800,838,12048,49.15%,0.66223537872041,AUTO,N/A,"09:33:11 ET"
BTG,5.225,Call,5.5,2026-05-15T16:30:00-05:00,84,"0.50 x 1680","0.50 x 5",0.5,143,ask,7100,2000,15545,60.56%,0.49268855400472,AUTO,N/A,"09:33:12 ET"
RBLX,61.02,Put,63,2026-02-20T16:30:00-06:00,0,"0.50 x 802","1.79 x 260",1.29,200,mid,25800,726,1538,36.96%,-0.9516881394,SLAN,N/A,"09:33:14 ET"
NVO,47.4,Put,50,2026-03-20T16:30:00-05:00,28,"3.65 x 108","3.80 x 159",3.71,146,mid,54100,1307,33384,43.46%,-0.6478127031,MLET,N/A,"09:33:15 ET"
WMT,122.565,Put,122,2026-02-20T16:30:00-06:00,0,"0.53 x 551","0.60 x 434",0.6,434,ask,26000,611,2358,32.97%,-0.3888953981,AUTO,N/A,"09:33:16 ET"
INFY,14.66,Put,15,2026-02-20T16:30:00-06:00,0,"0.30 x 26","0.50 x 193",0.35,150,mid,5200,153,588,31.80%,-0.9165508032,AUTO,N/A,"09:33:17 ET"
OPEN,5.38,Call,4,2026-02-20T16:30:00-06:00,0,"1.16 x 307","1.20 x 60",1.2,290,ask,34800,823,2846,417.68%,0.92985426558226,AUTO,N/A,"09:33:18 ET"
OWL,10.7799,Put,11,2026-02-27T16:30:00-06:00,7,"0.65 x 82","0.70 x 405",0.7,244,ask,17000,1797,2576,92.93%,-0.5387076818,AUTO,N/A,"09:33:18 ET"
GFI,53.79,Call,50,2026-03-20T16:30:00-05:00,28,"6.10 x 200","7.60 x 80",6.1,200,bid,122000,201,524,61.39%,0.69740324106322,AUTO,N/A,"09:33:19 ET"
OWL,10.7799,Put,11,2026-02-27T16:30:00-06:00,7,"0.65 x 381","0.70 x 875",0.7,244,ask,17000,1797,2576,92.93%,-0.5387076818,AUTO,N/A,"09:33:20 ET"
PYPL,42.0769,Call,41,2026-02-20T16:30:00-06:00,0,"0.94 x 83","0.94 x 200",0.94,200,ask,18800,252,2586,28.89%,0.95891438239054,AUTO,N/A,"09:33:21 ET"
OWL,10.7799,Put,11,2026-02-27T16:30:00-06:00,7,"0.65 x 485","0.70 x 405",0.7,108,ask,7500,1797,2576,92.93%,-0.5387076818,AUTO,N/A,"09:33:22 ET"
MARA,7.985,Put,8,2026-02-20T16:30:00-06:00,0,"0.22 x 899","0.24 x 27",0.22,977,bid,21400,1601,15692,86.16%,-0.507079548,AUTO,N/A,"09:33:24 ET"
OWL,10.7799,Put,11,2026-02-27T16:30:00-06:00,7,"0.65 x 542","0.80 x 1678",0.8,176,ask,14000,1797,2576,92.93%,-0.5387076818,AUTO,N/A,"09:33:24 ET"
INTC,43.445,Call,46,2026-03-06T16:30:00-06:00,14,"1.11 x 400","1.23 x 2409",1.11,400,bid,44400,476,669,59.58%,0.33591620046396,AUTO,N/A,"09:33:26 ET"
SMCI,31.75,Put,31.5,2026-02-20T16:30:00-06:00,0,"0.29 x 11","0.38 x 747",0.33,400,mid,13200,753,1681,63.19%,-0.3975158446,AUTO,N/A,"09:33:30 ET"
BABA,152,Call,170,2026-03-13T16:30:00-05:00,21,"1.80 x 195","2.14 x 400",1.8,187,bid,33600,201,3320,50.95%,0.19755633412685,AUTO,N/A,"09:33:31 ET"
GME,23.76,Call,50,2026-10-16T16:30:00-05:00,238,"0.90 x 20","1.22 x 180",1.24,117,ask,14500,192,5009,75.50%,0.16744985331373,AUTO,N/A,"09:33:33 ET"
CVNA,322.92,Put,325,2026-02-20T16:30:00-06:00,0,"4.00 x 1","5.60 x 59",4.96,654,mid,324300,2362,5854,82.11%,-0.5506662782,SLAN,N/A,"09:33:33 ET"
CVNA,322.92,Put,325,2026-02-20T16:30:00-06:00,0,"4.00 x 1","5.60 x 59",4.67,280,mid,130700,2362,5854,82.11%,-0.5506662782,SLAN,N/A,"09:33:33 ET"
GRAL,52.9793,Call,50,2026-02-20T16:30:00-06:00,0,"2.55 x 113","2.60 x 1",2.6,113,ask,29300,687,90,202.30%,0.72713794441669,AUTO,N/A,"09:33:36 ET"
AG,25.28,Call,26,2026-04-17T16:30:00-05:00,56,"3.00 x 2000","3.40 x 1836",3,2000,bid,600000,5662,8571,82.46%,0.53650101082275,AUTO,N/A,"09:33:37 ET"
SOFI,18.84,Call,19,2026-02-27T16:30:00-06:00,7,"0.71 x 463","0.75 x 1722",0.71,463,bid,32800,1312,731,65.18%,0.48371561399507,AUTO,N/A,"09:33:38 ET"
LMND,58.46,Put,50,2028-01-21T16:30:00-06:00,700,"16.20 x 637","17.90 x 40",17,200,mid,340000,200,234,79.76%,-0.2336113432,SLFT,N/A,"09:33:39 ET"
AMD,201.33,Call,200,2026-02-20T16:30:00-06:00,0,"2.65 x 254","2.72 x 10",2.65,254,bid,67300,2140,7117,44.41%,0.61907252031487,AUTO,N/A,"09:33:42 ET"
PANW,153.32,Call,155,2026-02-27T16:30:00-06:00,7,"2.32 x 503","2.60 x 101",2.6,101,ask,26200,509,1539,40.52%,0.43890214885002,AUTO,N/A,"09:33:42 ET"
WMT,122.28,Put,105,2026-03-20T16:30:00-05:00,28,"0.27 x 348","0.36 x 90",0.34,176,mid,5900,622,6395,36.64%,-0.0579188164,MLAT,N/A,"09:33:43 ET"
OXY,51.485,Call,65,2026-06-18T16:30:00-05:00,118,"0.84 x 249","0.95 x 1087",0.84,249,bid,20900,2355,1982,36.74%,0.16188001895537,AUTO,N/A,"09:33:45 ET"
HL,23.095,Call,28,2026-09-18T16:30:00-05:00,210,"4.45 x 1","4.95 x 3274",4.7,255,mid,119800,301,445,85.24%,0.52243111647286,SLAN,N/A,"09:33:45 ET"
CELH,47.5,Call,45,2026-02-20T16:30:00-06:00,0,"2.07 x 137","2.30 x 100",2.3,299,ask,68700,2294,10112,101.09%,0.85486396389531,ISOI,N/A,"09:33:47 ET"
FIG,26.7239,Call,26.5,2026-02-20T16:30:00-06:00,0,"0.38 x 146","0.71 x 621",0.5,120,mid,6000,227,1681,121.61%,0.56604797205812,AUTO,N/A,"09:33:48 ET"
U,18.1699,Call,26,2026-04-17T16:30:00-05:00,56,"0.33 x 2031","0.44 x 199",0.44,199,ask,8700,200,449,80.02%,0.16641561983869,AUTO,N/A,"09:33:48 ET"
MSTR,131.96,Put,122,2026-02-20T16:30:00-06:00,0,"0.11 x 61","0.12 x 1",0.11,500,bid,5500,1133,1831,87.75%,-0.0404061611,MLAT,N/A,"09:33:48 ET"
ONDS,11.105,Put,10,2026-02-27T16:30:00-06:00,7,"0.29 x 706","0.34 x 4",0.34,250,ask,8500,293,4493,121.36%,-0.2384211661,SLAN,N/A,"09:33:49 ET"
FIVN,18.235,Put,17.5,2026-02-20T16:30:00-06:00,0,"0.20 x 52","0.50 x 29",0.35,175,mid,6100,209,4306,176.48%,-0.310121913,AUTO,N/A,"09:33:49 ET"
NVDA,188.0301,Call,192.5,2026-02-20T16:30:00-06:00,0,"0.07 x 601","0.08 x 542",0.07,2000,bid,14000,7673,70535,30.25%,0.069350261616327,SLAN,N/A,"09:33:49 ET"
AES,16.1797,Call,16,2026-02-20T16:30:00-06:00,0,"0.30 x 180","0.78 x 193",0.3,180,bid,5400,231,9610,75.00%,0.62006071522451,AUTO,N/A,"09:33:50 ET"
AVGO,334.255,Put,330,2026-02-27T16:30:00-06:00,7,"8.25 x 24","9.05 x 651",8.25,107,bid,88200,172,1453,55.33%,-0.4162032629,AUTO,N/A,"09:33:52 ET"
SOFI,18.84,Put,19,2026-02-27T16:30:00-06:00,7,"0.60 x 1248","0.65 x 649",0.6,1471,bid,88200,2035,5538,60.60%,-0.5208694261,AUTO,N/A,"09:33:53 ET"
OWL,10.7799,Put,11,2026-03-20T16:30:00-05:00,28,"0.95 x 985","1.00 x 5",1,150,ask,15000,3059,20064,72.44%,-0.503749075,AUTO,N/A,"09:33:54 ET"
TSLA,409.375,Call,410,2026-02-23T16:30:00-06:00,3,"4.60 x 268","4.65 x 45",4.6,453,bid,208300,2358,1063,35.02%,0.49091848347984,AUTO,N/A,"09:33:55 ET"
TSM,362.89,Call,290,2026-04-17T16:30:00-05:00,56,"75.85 x 84","76.90 x 150",76.9,150,ask,1153500,150,873,51.25%,0.89165675556456,AUTO,N/A,"09:33:56 ET"
BAC,52.19,Call,52,2026-03-06T16:30:00-06:00,14,"1.34 x 336","1.48 x 424",1.34,132,bid,17600,284,1195,28.45%,0.5408808552569,AUTO,N/A,"09:33:56 ET"
BTG,5.225,Put,5,2026-03-20T16:30:00-05:00,28,"0.25 x 1918","0.30 x 15",0.25,510,bid,12700,551,28435,62.86%,-0.3637203786,ISOI,N/A,"09:33:59 ET"
CVNA,322.92,Put,325,2026-02-20T16:30:00-06:00,0,"5.00 x 1","6.35 x 22",5.97,992,mid,592200,2362,5854,82.11%,-0.5506662782,SLAN,N/A,"09:33:59 ET"
OPEN,5.38,Call,5,2026-02-20T16:30:00-06:00,0,"0.28 x 996","0.30 x 117",0.29,200,mid,5700,12856,30752,179.49%,0.79762747095631,SLAN,N/A,"09:34:00 ET"
WMT,122.28,Put,124,2026-02-27T16:30:00-06:00,7,"3.00 x 1","3.30 x 276",3.12,200,mid,62400,246,701,30.04%,-0.6201105113,MLAT,N/A,"09:34:00 ET"
WMT,122.28,Put,127,2026-02-27T16:30:00-06:00,7,"5.00 x 104","5.45 x 117",5.27,200,mid,105400,239,1011,24.32%,-0.8666952998,MLAT,N/A,"09:34:00 ET"
CELH,47.5,Call,45,2026-02-20T16:30:00-06:00,0,"2.07 x 241","2.35 x 97",2.35,196,ask,46000,2294,10112,101.09%,0.85486396389531,AUTO,N/A,"09:34:02 ET"
NVDA,188.0301,Call,190,2026-02-20T16:30:00-06:00,0,"0.33 x 8","0.34 x 166",0.34,1990,ask,67600,23986,126339,26.79%,0.23120657004303,AUTO,N/A,"09:34:02 ET"
OPEN,5.38,Call,5,2026-02-20T16:30:00-06:00,0,"0.28 x 991","0.30 x 107",0.29,250,mid,7200,12856,30752,179.49%,0.79762747095631,SLAN,N/A,"09:34:03 ET"
OXY,51.485,Call,65,2026-06-18T16:30:00-05:00,118,"0.83 x 500","0.93 x 1064",0.83,500,bid,41500,2355,1982,36.74%,0.16188001895537,AUTO,N/A,"09:34:05 ET"
HOOD,77.305,Call,95,2026-04-17T16:30:00-05:00,56,"2.33 x 60","2.35 x 8",2.34,153,mid,35800,211,2413,64.36%,0.25171433335665,AUTO,N/A,"09:34:06 ET"
ORCL,151.4604,Call,152.5,2026-02-27T16:30:00-06:00,7,"5.50 x 30","5.75 x 1",5.5,350,bid,192500,909,209,62.24%,0.48746926162851,AUTO,N/A,"09:34:06 ET"
HUBS,237.57,Call,240,2026-02-20T16:30:00-06:00,0,"2.50 x 72","2.55 x 154",2.5,300,bid,75000,387,2034,74.96%,0.40542451058606,AUTO,N/A,"09:34:06 ET"
EGO,43.39,Call,50,2027-01-15T16:30:00-06:00,329,"6.20 x 1536","7.00 x 849",7,150,ask,105000,1000,308,54.27%,0.51647578225476,AUTO,N/A,"09:34:07 ET"
MU,424.0701,Call,395,2026-02-20T16:30:00-06:00,0,"28.00 x 363","29.95 x 22",28.88,500,mid,1444000,1025,2124,117.64%,0.88374479646144,MLET,N/A,"09:34:07 ET"
MU,424.0701,Call,400,2026-02-20T16:30:00-06:00,0,"23.10 x 313","25.00 x 1",24.11,500,mid,1205500,1240,11415,101.07%,0.87303670404499,MLET,N/A,"09:34:07 ET"
XOM,149.75,Call,160,2026-03-20T16:30:00-05:00,28,"1.77 x 500","1.85 x 94",1.77,500,bid,88500,2571,11846,31.31%,0.23776561132375,AUTO,N/A,"09:34:10 ET"
HOOD,77.305,Call,77,2026-02-20T16:30:00-06:00,0,"1.18 x 202","1.22 x 200",1.22,200,ask,24400,3697,7999,57.86%,0.55954018879889,AUTO,N/A,"09:34:11 ET"
SMCI,31.75,Call,33.5,2026-02-27T16:30:00-06:00,7,"0.62 x 389","0.69 x 2481",0.66,214,mid,14100,255,14437,74.43%,0.3219252807664,SLAN,N/A,"09:34:11 ET"
RBLX,61.02,Put,63,2026-02-20T16:30:00-06:00,0,"1.14 x 670","1.50 x 250",1.5,250,ask,37500,726,1538,36.96%,-0.9516881394,AUTO,N/A,"09:34:12 ET"
CELH,47.5,Call,45,2026-02-20T16:30:00-06:00,0,"2.12 x 101","2.35 x 99",2.35,498,ask,117000,2294,10112,101.09%,0.85486396389531,AUTO,N/A,"09:34:12 ET"
AG,25.28,Call,25,2027-01-15T16:30:00-06:00,329,"7.60 x 2591","8.10 x 200",8.1,200,ask,162000,354,12044,81.05%,0.66972285597751,AUTO,N/A,"09:34:13 ET"
MSTR,131.96,Put,126,2026-02-27T16:30:00-06:00,7,"3.35 x 765","3.85 x 59",3.59,1000,mid,359000,1025,380,83.41%,-0.3216413197,MLAT,ToOpen,"09:34:16 ET"
MSTR,131.96,Put,117,2026-02-27T16:30:00-06:00,7,"1.55 x 674","1.80 x 608",1.68,1000,mid,168000,1002,1148,97.61%,-0.1679145654,MLAT,N/A,"09:34:16 ET"
ORCL,151.4604,Put,150,2026-02-20T16:30:00-06:00,0,"0.80 x 246","0.94 x 511",0.84,248,mid,20800,2544,12891,50.81%,-0.3511168068,SLAN,N/A,"09:34:18 ET"
ORCL,151.4604,Put,150,2026-02-20T16:30:00-06:00,0,"0.80 x 246","0.94 x 511",0.87,752,mid,65400,2544,12891,50.81%,-0.3511168068,SLAN,N/A,"09:34:18 ET"
HAL,35.26,Put,34,2026-02-27T16:30:00-06:00,7,"0.30 x 250","0.52 x 1650",0.3,250,bid,7500,954,1842,43.10%,-0.2595335125,AUTO,N/A,"09:34:20 ET"
CVX,184.17,Call,200,2026-04-17T16:30:00-05:00,56,"2.55 x 5","2.60 x 56",2.6,116,ask,30100,213,12660,27.32%,0.23517980273805,AUTO,N/A,"09:34:21 ET"
HAL,35.26,Put,34,2026-02-27T16:30:00-06:00,7,"0.26 x 1","0.52 x 2163",0.31,249,mid,7700,954,1842,43.10%,-0.2595335125,SLAN,N/A,"09:34:21 ET"
OPEN,5.38,Call,4.5,2026-02-20T16:30:00-06:00,0,"0.71 x 290","0.74 x 200",0.74,200,ask,14800,2958,11931,261.81%,0.91647934299448,ISOI,N/A,"09:34:22 ET"
AAPL,259.555,Call,262.5,2026-02-20T16:30:00-06:00,0,"0.21 x 61","0.22 x 311",0.22,311,ask,6800,7060,8078,21.44%,0.15878645399487,AUTO,N/A,"09:34:24 ET"
ERO,30,Call,35,2026-05-15T16:30:00-05:00,84,"2.20 x 39","2.25 x 461",2.23,155,mid,34500,222,1133,68.06%,0.38867409444232,AUTO,N/A,"09:34:24 ET"
SNDK,638.97,Put,530,2026-02-27T16:30:00-06:00,7,"4.40 x 27","4.50 x 190",4.4,190,bid,83600,203,211,110.01%,-0.0954696813,AUTO,N/A,"09:34:24 ET"
INTC,43.445,Call,46,2026-02-27T16:30:00-06:00,7,"0.60 x 139","0.60 x 425",0.6,289,ask,17300,738,2520,61.19%,0.26546366607482,AUTO,N/A,"09:34:24 ET"
ONDS,11.105,Call,12,2026-02-27T16:30:00-06:00,7,"0.35 x 1","0.38 x 723",0.35,300,bid,10500,513,10845,119.75%,0.3518408478051,AUTO,N/A,"09:34:24 ET"
SOFI,18.84,Call,19,2026-02-27T16:30:00-06:00,7,"0.70 x 102","0.75 x 787",0.7,346,bid,24200,1312,731,65.18%,0.48371561399507,AUTO,N/A,"09:34:25 ET"
CVNA,322.92,Put,320,2026-02-20T16:30:00-06:00,0,"3.80 x 26","4.55 x 82",4.13,124,mid,51200,1157,1209,86.37%,-0.4103144758,SLAN,N/A,"09:34:25 ET"
XOM,149.75,Call,152.5,2026-02-20T16:30:00-06:00,0,"0.07 x 209","0.13 x 586",0.1,500,mid,5000,824,5978,24.81%,0.080304972457957,SLAN,N/A,"09:34:25 ET"
RDDT,146.535,Call,185,2026-03-20T16:30:00-05:00,28,"1.56 x 237","1.95 x 82",1.76,500,mid,88000,500,2681,69.23%,0.13453350633517,MLET,N/A,"09:34:26 ET"
RDDT,146.535,Call,155,2026-03-20T16:30:00-05:00,28,"7.45 x 239","8.75 x 681",8.05,447,mid,359800,500,2929,70.03%,0.42926871899234,MLET,N/A,"09:34:26 ET"
RDW,8.5,Put,11,2026-05-15T16:30:00-05:00,84,"3.60 x 933","3.80 x 638",3.6,314,bid,113000,315,271,119.29%,-0.5627236291,AUTO,SellToOpen,"09:34:26 ET"
GAU,2.98,Call,2.5,2026-02-20T16:30:00-06:00,0,"0.50 x 294","0.60 x 39",0.52,123,mid,6300,155,1936,307.11%,0.88122425850822,SLAN,N/A,"09:34:28 ET"
SMCI,31.75,Put,32,2026-02-20T16:30:00-06:00,0,"0.55 x 52","0.65 x 236",0.59,116,mid,6800,195,3704,62.77%,-0.5877934305,AUTO,N/A,"09:34:30 ET"
XOM,149.75,Call,160,2026-03-20T16:30:00-05:00,28,"1.80 x 500","1.85 x 383",1.8,500,bid,90000,2571,11846,31.31%,0.23776561132375,AUTO,N/A,"09:34:31 ET"
INTC,43.445,Call,44,2026-02-20T16:30:00-06:00,0,"0.29 x 1","0.30 x 1358",0.3,340,ask,10200,4500,12185,51.29%,0.32255778977293,SLAN,N/A,"09:34:32 ET"
MU,424.0701,Call,400,2026-02-27T16:30:00-06:00,7,"30.90 x 431","33.00 x 2",32.45,500,mid,1622500,527,3052,86.62%,0.7097952254884,MLAT,N/A,"09:34:33 ET"
MU,424.0701,Call,420,2026-02-20T16:30:00-06:00,0,"7.15 x 242","7.70 x 2",7.45,500,mid,372500,2590,9746,63.50%,0.62236966633444,MLAT,N/A,"09:34:33 ET"
JD,26.81,Put,25.5,2026-02-27T16:30:00-06:00,7,"0.12 x 786","0.18 x 1",0.12,998,bid,11900,1001,1722,37.57%,-0.1700766363,SLAN,N/A,"09:34:33 ET"
OWL,10.7799,Put,11,2026-03-20T16:30:00-05:00,28,"1.00 x 341","1.05 x 295",1.05,502,ask,52700,3059,20064,72.44%,-0.503749075,ISOI,N/A,"09:34:33 ET"
AMD,201.33,Call,202.5,2026-02-27T16:30:00-06:00,7,"5.80 x 2","5.85 x 350",5.85,350,ask,204700,836,1048,58.32%,0.49093148459107,AUTO,N/A,"09:34:33 ET"
MRVL,78.555,Call,75,2026-04-17T16:30:00-05:00,56,"10.00 x 115","10.45 x 380",10,115,bid,115000,125,1046,66.01%,0.62848714183405,AUTO,N/A,"09:34:33 ET"
PANW,153.32,Call,155,2026-02-27T16:30:00-06:00,7,"2.45 x 52","2.65 x 4",2.45,311,bid,76100,509,1539,40.52%,0.43890214885002,AUTO,N/A,"09:34:34 ET"
WMT,122.28,Put,127,2026-02-20T16:30:00-06:00,0,"4.60 x 100","4.80 x 67",4.71,180,mid,84700,388,7700,40.22%,-0.965032871,SLAN,N/A,"09:34:37 ET"
FF,4.18,Call,5,2026-03-20T16:30:00-05:00,28,"0.25 x 272","0.30 x 486",0.25,272,bid,6800,1007,14083,113.42%,0.33697553579194,AUTO,N/A,"09:34:38 ET"
COST,981.2501,Call,1000,2026-02-20T16:30:00-06:00,0,"0.50 x 149","0.90 x 138",0.5,149,bid,7400,424,1764,27.85%,0.097682546028612,AUTO,N/A,"09:34:38 ET"
COMP,10.46,Call,10,2026-02-20T16:30:00-06:00,0,"0.65 x 196","0.65 x 17",0.65,131,ask,8500,255,5807,177.10%,0.70397808804584,AUTO,N/A,"09:34:38 ET"
FIG,26.7239,Call,27,2026-02-20T16:30:00-06:00,0,"0.20 x 432","0.35 x 351",0.32,320,mid,10200,1309,6532,118.14%,0.44623979106323,SLAN,N/A,"09:34:38 ET"
SOFI,18.84,Put,20,2026-02-27T16:30:00-06:00,7,"1.15 x 3573","1.24 x 2",1.21,244,mid,29500,348,6762,58.28%,-0.7569100083,SLAN,N/A,"09:34:38 ET"
OPEN,5.38,Call,5,2026-02-20T16:30:00-06:00,0,"0.32 x 546","0.36 x 155",0.32,428,bid,13600,12856,30752,179.49%,0.79762747095631,SLAN,N/A,"09:34:40 ET"
OWL,10.7799,Put,11,2026-03-20T16:30:00-05:00,28,"1.00 x 342","1.10 x 1122",1.09,330,mid,35900,3059,20064,72.44%,-0.503749075,ISOI,N/A,"09:34:41 ET"
OWL,10.7799,Put,11,2026-03-20T16:30:00-05:00,28,"1.00 x 848","1.10 x 368",1.09,1551,mid,169000,3059,20064,72.44%,-0.503749075,SLAN,N/A,"09:34:42 ET"
GM,80.74,Call,85,2026-03-20T16:30:00-05:00,28,"1.27 x 168","1.33 x 3",1.33,114,ask,15100,135,14777,32.78%,0.30960817553424,AUTO,N/A,"09:34:42 ET"
SNDK,638.97,Put,600,2026-02-20T16:30:00-06:00,0,"1.60 x 5","1.65 x 36",1.6,144,bid,23000,740,3363,95.66%,-0.098059509,AUTO,N/A,"09:34:43 ET"
RBLX,61.02,Put,63,2026-02-20T16:30:00-06:00,0,"1.15 x 489","1.60 x 250",1.6,250,ask,40000,726,1538,36.96%,-0.9516881394,AUTO,N/A,"09:34:44 ET"
NEM,122.53,Call,130,2026-02-20T16:30:00-06:00,0,"0.25 x 250","0.37 x 334",0.25,250,bid,6200,501,5485,72.64%,0.060935706792694,AUTO,N/A,"09:34:48 ET"
RIG,6.2399,Call,6,2026-05-15T16:30:00-05:00,84,"0.89 x 100","1.00 x 275",0.9,200,mid,18000,200,19955,70.31%,0.59361766629128,AUTO,N/A,"09:34:48 ET"
BSX,75.08,Call,85,2026-04-17T16:30:00-05:00,56,"1.00 x 61","1.15 x 26",1.15,158,ask,18100,159,7658,34.77%,0.21140848279741,AUTO,N/A,"09:34:48 ET"
NVDA,188.0301,Call,192.5,2026-02-23T16:30:00-06:00,3,"0.40 x 1875","0.41 x 162",0.4,1875,bid,75000,4463,16302,28.38%,0.18703194405549,AUTO,N/A,"09:34:48 ET"
MGM,35.98,Put,36,2026-02-20T16:30:00-06:00,0,"0.01 x 785","0.38 x 400",0.38,400,ask,15200,400,742,49.80%,-0.5021822471,AUTO,N/A,"09:34:48 ET"
TSM,362.89,Put,290,2026-04-17T16:30:00-05:00,56,"3.60 x 388","4.75 x 583",4.15,150,mid,62200,150,3780,51.38%,-0.1082134937,SLFT,N/A,"09:34:50 ET"
NEM,122.53,Put,124,2026-02-20T16:30:00-06:00,0,"1.09 x 622","1.90 x 889",1.41,131,mid,18400,172,411,36.96%,-0.7286848261,MLET,N/A,"09:34:50 ET"
NEM,122.53,Put,125,2026-02-20T16:30:00-06:00,0,"1.45 x 665","2.20 x 407",1.91,131,mid,25000,189,695,0.00%,0,MLET,N/A,"09:34:50 ET"
CRSR,5.48,Call,5,2026-03-20T16:30:00-05:00,28,"0.80 x 72","0.95 x 463",0.85,500,mid,42500,501,336,98.83%,0.68509361878392,AUTO,ToOpen,"09:34:53 ET"
NVDA,188.0301,Put,105,2026-03-06T16:30:00-06:00,14,"0.04 x 202","0.06 x 119",0.05,3730,mid,18600,4642,4535,118.07%,-0.0041406074,AUTO,N/A,"09:34:59 ET"
PLTR,132.31,Call,130,2026-05-15T16:30:00-05:00,84,"16.45 x 290","16.55 x 20",16.45,290,bid,477000,309,2259,59.54%,0.59265482560169,AUTO,N/A,"09:35:00 ET"
ONDS,11.105,Call,11,2026-02-20T16:30:00-06:00,0,"0.20 x 301","0.23 x 634",0.2,300,bid,6000,1255,11148,106.21%,0.57986328372896,AUTO,N/A,"09:35:00 ET"
PLTR,132.31,Call,140,2026-02-20T16:30:00-06:00,0,"0.03 x 188","0.04 x 336",0.04,2097,ask,8300,3345,23104,58.23%,0.032245502393863,SLAN,N/A,"09:35:01 ET"
